NPI|NDC|Units|UnitCost
0000000006|00000000838|362|491.24
0000000007|00000000469|238|339.23
0000000004|00000002277|1476|334.31
0000000005|00000002734|36|318.96
0000000007|00000001133|770|24.19
0000000007|00000002789|2695|289.90
0000000002|00000004912|293|182.58
0000000008|00000003692|1682|447.79
0000000003|00000001964|2290|195.61
0000000003|00000003971|2508|342.05
0000000003|00000002079|2301|71.53
0000000007|00000003686|633|278.62
0000000006|00000001037|2043|342.91
0000000010|00000004430|2953|446.66
0000000008|00000004699|1049|59.78
0000000002|00000002536|115|69.79
0000000008|00000004684|1103|452.26
0000000001|00000000746|985|470.67
0000000006|00000000199|1764|129.23
0000000008|00000003746|2195|146.01
0000000005|00000000466|1302|36.23
0000000005|00000001785|2155|170.29
0000000004|00000000384|2867|395.09
0000000002|00000004845|2653|256.91
0000000004|00000000291|1680|211.85
0000000001|00000002671|2989|473.15
0000000009|00000004126|1652|239.18
0000000001|00000004919|1136|224.42
0000000007|00000001961|1517|316.46
0000000002|00000003686|2860|479.58
0000000003|00000002881|483|280.11
0000000010|00000001294|2365|320.68
0000000008|00000000978|800|46.33
0000000001|00000000864|1790|246.63
0000000003|00000004121|1119|402.65
0000000002|00000002054|2312|19.11
0000000008|00000004095|2925|372.73
0000000005|00000004185|2423|446.75
0000000009|00000000280|348|174.94
0000000001|00000002581|61|230.00
0000000001|00000002020|1846|470.53
0000000005|00000004656|544|390.73
0000000006|00000002681|1478|369.79
0000000009|00000003734|603|482.02
0000000005|00000002575|1166|7.74
0000000009|00000000671|2540|372.47
0000000010|00000004675|1392|494.25
0000000004|00000002076|144|181.65
0000000009|00000004361|680|341.23
0000000010|00000000381|2661|128.28
0000000005|00000002528|576|495.61
0000000009|00000001748|2508|483.63
0000000007|00000002857|985|299.71
0000000002|00000000261|1476|308.34
0000000005|00000001887|1827|368.64
0000000009|00000004015|744|91.75
0000000009|00000004474|1687|80.72
0000000002|00000000210|1472|307.72
0000000005|00000004856|663|9.47
0000000001|00000001925|660|264.12
0000000008|00000002421|1013|210.81
0000000003|00000004019|623|283.03
0000000001|00000003877|2211|313.88
0000000008|00000004583|2752|319.80
0000000005|00000002487|1798|252.53
0000000010|00000004487|1213|489.54
0000000007|00000004956|473|285.78
0000000005|00000002864|1568|140.52
0000000006|00000003771|2869|93.05
0000000004|00000004415|858|18.94
0000000010|00000001006|1708|117.31
0000000001|00000003157|1369|71.57
0000000003|00000000599|816|316.13
0000000003|00000003727|461|271.87
0000000003|00000004267|1229|156.72
0000000003|00000000645|1376|412.93
0000000008|00000002630|1532|95.09
0000000006|00000003587|1857|347.48
0000000002|00000002778|446|395.31
0000000006|00000001450|2312|340.47
0000000002|00000000086|1253|179.00
0000000010|00000003432|269|76.61
0000000010|00000001206|2333|71.14
0000000004|00000003737|2731|61.46
0000000002|00000000237|655|411.80
0000000002|00000001166|350|418.70
0000000004|00000001590|2669|423.58
0000000008|00000000174|1580|66.65
0000000010|00000004090|2685|196.55
0000000008|00000000221|1065|501.06
0000000003|00000001158|2923|31.54
0000000004|00000004317|2087|345.53
0000000010|00000002216|606|111.36
0000000008|00000003558|2466|359.38
0000000009|00000003622|952|470.23
0000000003|00000003171|296|332.02
0000000003|00000000546|1197|160.86
0000000003|00000002191|1081|105.09
0000000002|00000004634|1515|206.40
0000000002|00000000225|495|282.64
0000000008|00000001402|36|127.04
0000000003|00000001876|1958|215.42
0000000003|00000001142|1585|456.89
0000000001|00000001191|2604|38.77
0000000008|00000003576|2628|109.66
0000000001|00000004457|2623|403.18
0000000001|00000003386|57|483.03
0000000008|00000002261|1998|311.89
0000000002|00000000662|1151|396.05
0000000005|00000002364|2023|353.56
0000000005|00000001157|1666|333.60
0000000008|00000001985|1353|157.63
0000000010|00000000046|619|228.00
0000000008|00000001844|2091|440.36
0000000010|00000002987|1328|251.17
0000000003|00000004868|2448|320.29
0000000007|00000000806|2675|77.89
0000000001|00000004828|1321|177.94
0000000005|00000000448|2722|139.42
0000000009|00000001993|2148|431.94
0000000004|00000002066|108|161.42
0000000009|00000001823|2924|217.45
0000000010|00000000932|1519|339.06
0000000005|00000002289|817|116.65
0000000006|00000002859|2160|108.17
0000000009|00000003870|610|336.79
0000000004|00000000094|1662|10.42
0000000004|00000002199|168|154.44
0000000010|00000004034|603|208.37
0000000010|00000001151|2166|106.36
0000000001|00000002380|412|159.86
0000000004|00000004731|768|202.98
0000000006|00000000272|1541|88.96
0000000008|00000002556|2682|168.87
0000000009|00000003111|420|421.38
0000000003|00000000102|2696|215.34
0000000002|00000004354|2834|230.18
0000000005|00000004040|519|455.68
0000000007|00000004827|205|40.60
0000000010|00000000561|395|130.46
0000000002|00000001235|312|478.71
0000000005|00000003699|2062|25.19
0000000010|00000000646|2510|278.63
0000000003|00000004289|343|355.13
0000000003|00000002687|64|35.59
0000000006|00000003786|1590|416.68
0000000001|00000000016|595|101.44
0000000009|00000004449|1779|46.43
0000000004|00000001931|918|288.44
0000000010|00000000870|1340|22.99
0000000006|00000002677|1144|110.64
0000000005|00000001237|1713|58.93
0000000009|00000004228|773|34.27
0000000009|00000003410|727|210.85
0000000010|00000000959|2067|260.46
0000000005|00000000441|2318|107.47
0000000008|00000002976|2238|270.41
0000000010|00000003901|2766|32.89
0000000001|00000000190|2065|79.31
0000000009|00000003273|880|402.46
0000000008|00000001610|260|36.72
0000000003|00000004820|44|423.65
0000000005|00000000061|56|383.72
0000000006|00000004002|2355|417.47
0000000009|00000003556|789|60.67
0000000005|00000000939|2954|281.96
0000000006|00000001184|1687|414.92
0000000006|00000003628|2919|371.52
0000000003|00000004878|2520|244.74
0000000002|00000002827|590|334.76
0000000002|00000004041|2475|458.62
0000000004|00000000075|325|283.84
0000000003|00000002176|1500|338.92
0000000008|00000000891|1817|313.23
0000000003|00000004831|1523|21.80
0000000009|00000003655|64|20.13
0000000006|00000004446|2777|55.93
0000000010|00000003889|1048|95.30
0000000008|00000003460|1789|299.24
0000000006|00000001541|329|53.73
0000000008|00000002796|2352|82.32
0000000008|00000003893|1966|247.34
0000000003|00000004547|2169|483.39
0000000006|00000004611|1509|237.53
0000000006|00000000297|527|414.31
0000000010|00000001638|2179|140.54
0000000009|00000004389|2873|471.57
0000000008|00000001146|602|297.56
0000000010|00000002589|2378|80.28
0000000003|00000003406|1911|204.14
0000000009|00000000534|1714|123.65
0000000008|00000003214|389|140.18
0000000001|00000003427|1870|89.48
0000000003|00000003980|2442|15.16
0000000010|00000000290|974|91.95
0000000004|00000002129|2039|439.96
0000000004|00000002626|1823|80.92
0000000009|00000000073|2920|296.64
0000000007|00000002664|125|436.29
0000000008|00000002864|1196|161.16
0000000010|00000003300|2289|307.14
0000000002|00000001609|2821|172.19
0000000003|00000000190|2878|198.44
0000000007|00000004839|2793|238.91
0000000003|00000004765|375|370.43
0000000003|00000001869|2131|19.66
0000000010|00000004331|2315|303.95
0000000003|00000000905|918|49.12
0000000008|00000002746|849|117.33
0000000001|00000001178|1644|324.37
0000000003|00000002145|1541|285.81
0000000006|00000004128|2341|58.18
0000000009|00000000137|949|338.66
0000000005|00000004535|1200|12.06
0000000008|00000000998|14|60.22
0000000009|00000004908|1072|141.76
0000000006|00000004590|2423|237.39
0000000002|00000003139|2781|138.73
0000000001|00000002662|1778|333.70
0000000007|00000004176|2722|210.60
0000000006|00000003182|1231|213.70
0000000008|00000001099|1221|177.31
0000000010|00000002691|2598|201.97
0000000003|00000000157|1286|190.82
0000000010|00000002579|1372|155.70
0000000004|00000003032|39|467.80
0000000002|00000004970|825|375.13
0000000004|00000000826|952|351.75
0000000003|00000002732|1689|431.68
0000000004|00000002391|2123|251.31
0000000007|00000000065|1344|302.08
0000000004|00000003967|1465|480.21
0000000010|00000001207|1424|200.71
0000000002|00000002588|1267|239.84
0000000007|00000003876|1591|294.98
0000000001|00000004633|475|321.18
0000000004|00000003846|1722|51.53
0000000010|00000003262|1008|426.90
0000000009|00000001584|2356|55.42
0000000007|00000000833|1056|365.61
0000000003|00000003766|2942|9.68
0000000010|00000003641|854|267.23
0000000004|00000003379|66|164.11
0000000004|00000004426|309|426.37
0000000009|00000002832|2850|75.33
0000000010|00000003174|2618|122.37
0000000010|00000000228|834|279.57
0000000007|00000002579|2796|442.04
0000000010|00000003404|2907|81.21
0000000002|00000001421|1312|90.69
0000000010|00000003864|1201|66.34
0000000001|00000002583|2222|225.87
0000000003|00000000920|2269|73.19
0000000008|00000002384|2617|240.53
0000000008|00000002225|1265|197.97
0000000001|00000001577|322|461.38
0000000007|00000002674|1579|41.96
0000000006|00000001229|56|29.42
0000000003|00000001305|618|162.80
0000000006|00000003974|2605|297.29
0000000007|00000001742|2872|356.27
0000000003|00000003888|1895|109.66
0000000003|00000003412|2770|312.00
0000000003|00000000225|264|265.78
0000000010|00000003991|1638|34.74
0000000004|00000004369|752|278.66
0000000001|00000000464|1210|170.02
0000000001|00000001275|1494|366.05
0000000005|00000002187|975|31.35
0000000004|00000001252|2050|449.01
0000000009|00000002614|501|462.57
0000000005|00000001434|1590|399.97
0000000007|00000003101|12|97.13
0000000010|00000004054|2631|224.12
0000000001|00000000032|2277|241.32
0000000002|00000002232|2196|482.66
0000000009|00000001382|1816|237.54
0000000001|00000002169|2664|496.23
0000000008|00000001049|2013|71.87
0000000010|00000003325|918|304.16
0000000006|00000004518|176|207.39
0000000009|00000002309|2582|194.41
0000000007|00000001239|1903|365.27
0000000003|00000001067|1769|204.64
0000000003|00000000698|2879|53.92
0000000003|00000001999|1489|374.40
0000000005|00000000812|485|43.96
0000000006|00000001840|891|144.54
0000000007|00000000872|2820|434.49
0000000009|00000004154|2068|354.10
0000000009|00000003409|2535|53.89
0000000001|00000004449|326|469.19
0000000006|00000003552|1177|92.42
0000000007|00000000506|1391|453.56
0000000001|00000003968|634|352.19
0000000003|00000003471|303|455.24
0000000005|00000001574|1679|116.19
0000000004|00000003466|1207|293.81
0000000009|00000003619|466|284.27
0000000008|00000001387|1071|99.24
0000000008|00000003354|144|278.76
0000000006|00000002238|783|230.80
0000000009|00000000493|1741|141.77
0000000009|00000001316|2119|359.10
0000000003|00000004492|2982|321.68
0000000010|00000003806|1119|459.84
0000000005|00000001771|1094|279.46
0000000003|00000001805|1814|500.09
0000000007|00000000734|1663|46.07
0000000008|00000004992|1531|305.67
0000000004|00000004333|793|431.72
0000000007|00000004095|2247|86.80
0000000001|00000003930|532|424.98
0000000004|00000003766|2715|494.73
0000000003|00000000611|1076|352.91
0000000002|00000004296|1517|85.78
0000000003|00000000065|274|249.68
0000000008|00000003613|2841|501.20
0000000008|00000000897|1934|226.57
0000000010|00000000506|260|358.36
0000000003|00000002961|1355|39.90
0000000004|00000004803|524|225.98
0000000009|00000003628|2878|127.52
0000000004|00000000077|1998|234.71
0000000002|00000004061|2271|128.12
0000000010|00000000450|2183|29.40
0000000007|00000003629|1256|214.51
0000000006|00000003638|1514|163.77
0000000005|00000001996|2206|57.15
0000000002|00000000954|1768|50.26
0000000001|00000001768|238|231.74
0000000010|00000000880|829|96.94
0000000003|00000003880|43|278.12
0000000008|00000001723|1366|422.51
0000000009|00000001606|514|145.39
0000000008|00000001381|210|448.80
0000000001|00000002193|788|184.56
0000000004|00000004990|1346|21.55
0000000004|00000000073|1680|339.93
0000000009|00000003358|2981|116.92
0000000009|00000001189|2247|338.51
0000000004|00000003663|121|361.57
0000000002|00000001807|12|486.65
0000000003|00000002427|984|337.77
0000000008|00000002826|1570|168.26
0000000001|00000004132|1425|320.27
0000000006|00000002224|776|363.22
0000000003|00000001789|388|15.47
0000000006|00000004933|2327|358.07
0000000010|00000000699|564|122.53
0000000010|00000001684|1581|210.16
0000000002|00000003495|403|116.25
0000000006|00000002441|200|375.90
0000000002|00000003224|262|337.84
0000000002|00000000936|2772|117.85
0000000002|00000003318|1121|235.57
0000000010|00000002079|1756|205.45
0000000003|00000003196|1644|460.54
0000000001|00000002551|540|119.14
0000000007|00000004393|1028|405.51
0000000005|00000000337|2428|199.51
0000000004|00000004581|256|164.98
0000000002|00000004423|1051|101.04
0000000006|00000004691|532|25.89
0000000006|00000003648|2292|430.89
0000000005|00000004004|2482|412.19
0000000002|00000000600|1929|298.11
0000000001|00000003147|2861|492.62
0000000001|00000003565|2437|330.40
0000000007|00000004302|714|377.39
0000000010|00000000072|909|62.21
0000000003|00000001821|709|149.25
0000000003|00000003061|2311|122.50
0000000010|00000004147|2368|190.37
0000000006|00000003777|1010|213.01
0000000010|00000000821|2330|299.25
0000000002|00000004883|973|307.66
0000000005|00000002176|737|88.26
0000000005|00000000114|2377|70.81
0000000006|00000000287|2907|273.98
0000000002|00000000587|2588|474.78
0000000008|00000003009|1471|235.52
0000000010|00000004646|1931|300.50
0000000007|00000000209|1898|488.47
0000000007|00000001195|2401|431.83
0000000010|00000000803|1326|313.42
0000000004|00000003686|887|461.79
0000000010|00000001289|15|33.62
0000000003|00000004706|101|226.94
0000000006|00000001668|2389|405.71
0000000005|00000003822|2002|468.24
0000000001|00000000351|1716|428.16
0000000009|00000003741|1917|71.49
0000000001|00000001585|869|350.87
0000000003|00000003633|459|227.62
0000000007|00000000401|1762|180.24
0000000005|00000003958|2356|69.58
0000000010|00000003156|472|247.77
0000000005|00000001009|2368|309.95
0000000009|00000003561|1107|423.13
0000000001|00000004298|28|71.52
0000000006|00000000066|2352|439.91
0000000008|00000003602|1812|105.43
0000000006|00000000657|194|8.05
0000000001|00000000119|1503|430.98
0000000001|00000004616|1926|10.48
0000000005|00000003538|584|99.28
0000000004|00000001666|1215|212.37
0000000009|00000003866|1653|429.86
0000000006|00000000935|2551|465.42
0000000007|00000001390|1418|76.85
0000000008|00000003081|1156|406.51
0000000002|00000000378|2232|95.63
0000000008|00000002592|1797|212.10
0000000010|00000004498|2412|333.24
0000000010|00000002473|2375|82.19
0000000003|00000000806|161|368.44
0000000006|00000002215|1479|412.21
0000000002|00000001115|1703|194.56
0000000006|00000003144|1229|31.54
0000000006|00000004930|1099|19.11
0000000009|00000003523|899|129.71
0000000003|00000004622|1838|453.93
0000000009|00000004077|2231|302.94
0000000003|00000002421|2395|305.52
0000000003|00000004305|2181|384.68
0000000004|00000000068|1079|403.36
0000000003|00000004353|90|494.80
0000000001|00000002843|1103|413.96
0000000003|00000001078|76|172.26
0000000003|00000002726|1731|114.63
0000000006|00000003921|1426|223.89
0000000008|00000004881|2775|251.00
0000000010|00000001858|1559|225.48
0000000009|00000001633|2986|379.65
0000000006|00000002854|510|389.57
0000000008|00000004828|2090|346.26
0000000004|00000002009|1967|15.07
0000000010|00000000040|1136|471.05
0000000010|00000002947|658|298.58
0000000007|00000002842|2104|88.41
0000000010|00000002910|1723|166.47
0000000008|00000004980|390|405.94
0000000003|00000003812|2371|424.92
0000000009|00000002778|1094|22.29
0000000007|00000000941|1937|169.38
0000000003|00000001912|2503|465.67
0000000002|00000004942|2346|297.16
0000000009|00000003241|1738|278.18
0000000005|00000003037|1420|155.14
0000000008|00000002730|796|152.03
0000000003|00000003451|2525|302.81
0000000010|00000000161|1844|288.41
0000000004|00000001520|79|437.70
0000000004|00000000606|185|268.18
0000000003|00000000734|2454|139.11
0000000006|00000000630|1148|291.89
0000000005|00000001570|2734|438.53
0000000008|00000000871|532|401.18
0000000004|00000004768|185|280.18
0000000006|00000003449|2122|163.46
0000000007|00000000771|1505|54.63
0000000003|00000003598|1943|139.40
0000000005|00000000844|1807|20.49
0000000007|00000000199|2399|385.66
0000000009|00000001940|2476|50.38
0000000008|00000003451|1786|182.15
0000000003|00000002741|1011|337.23
0000000004|00000004110|1875|164.43
0000000006|00000002520|1922|284.97
0000000003|00000004754|1683|90.27
0000000003|00000003098|397|395.05
0000000001|00000004809|2041|135.85
0000000003|00000001727|2932|446.07
0000000004|00000004517|2439|458.28
0000000004|00000004155|940|160.38
0000000009|00000000495|2396|452.51
0000000005|00000000964|2236|78.12
0000000005|00000002749|1522|194.04
0000000009|00000001218|1892|124.44
0000000005|00000002008|836|351.37
0000000005|00000004060|551|54.47
0000000004|00000001463|1104|78.75
0000000006|00000002273|2193|18.45
0000000003|00000000028|682|328.85
0000000002|00000002261|966|418.83
0000000008|00000003043|2046|128.78
0000000007|00000001530|1185|171.96
0000000004|00000001608|194|380.48
0000000002|00000001437|1708|346.04
0000000007|00000002022|594|354.36
0000000002|00000003532|2746|319.70
0000000009|00000002121|1592|477.72
0000000010|00000000677|295|38.77
0000000005|00000003133|559|264.03
0000000007|00000004631|157|97.57
0000000001|00000003139|1520|479.36
0000000009|00000003486|2192|446.80
0000000004|00000000362|1276|64.35
0000000006|00000001973|661|404.24
0000000008|00000004875|2175|414.66
0000000010|00000003060|805|19.58
0000000001|00000003244|741|208.40
0000000008|00000002885|2537|80.73
0000000005|00000000465|2089|153.29
0000000007|00000000311|50|444.32
0000000005|00000001045|1485|263.53
0000000001|00000001332|690|207.44
0000000007|00000000756|94|238.63
0000000008|00000002985|2491|249.97
0000000002|00000000548|1378|160.08
0000000006|00000004976|2093|191.64
0000000009|00000000306|2673|463.85
0000000004|00000000508|1648|407.62
0000000008|00000004079|1056|335.58
0000000003|00000000391|2067|22.24
0000000002|00000003265|277|209.31
0000000001|00000003884|345|367.66
0000000010|00000002922|2905|252.55
0000000003|00000000111|2628|123.58
0000000005|00000004025|401|213.36
0000000007|00000000432|2062|198.07
0000000005|00000001852|465|504.33
0000000006|00000003535|54|67.97
0000000006|00000000499|2231|477.82
0000000001|00000004512|2155|444.00
0000000004|00000004673|911|176.14
0000000005|00000000340|811|177.26
0000000007|00000000224|2596|369.69
0000000007|00000001708|2501|12.49
0000000002|00000000183|2781|212.86
0000000005|00000000376|2584|337.29
0000000003|00000001162|1991|42.14
0000000006|00000001050|837|190.55
0000000010|00000002082|1708|129.94
0000000004|00000004029|2012|291.12
0000000007|00000002200|387|457.87
0000000002|00000002421|769|149.82
0000000005|00000001734|135|97.19
0000000008|00000003780|841|413.49
0000000004|00000003341|969|433.56
0000000001|00000000208|1406|178.91
0000000005|00000004484|1190|287.21
0000000004|00000000456|2395|500.76
0000000003|00000000144|2415|152.97
0000000006|00000004024|783|86.53
0000000008|00000004482|2357|403.95
0000000001|00000000476|2129|17.97
0000000002|00000001818|700|354.75
0000000005|00000000504|2299|314.29
0000000005|00000004165|515|504.37
0000000002|00000002591|749|128.15
0000000007|00000001876|1211|106.01
0000000006|00000002775|259|371.07
0000000004|00000004339|44|23.45
0000000003|00000000118|204|230.65
0000000006|00000003670|59|311.68
0000000005|00000003195|2897|122.64
0000000005|00000002991|1691|320.22
0000000004|00000000359|2321|318.48
0000000008|00000001808|260|433.69
0000000001|00000004409|505|352.63
0000000008|00000000472|2466|87.61
0000000008|00000001632|752|493.37
0000000010|00000002648|2605|256.73
0000000005|00000003145|1605|119.91
0000000005|00000001806|1684|223.97
0000000005|00000001005|1728|266.39
0000000010|00000004224|1186|125.35
0000000009|00000001678|1297|329.44
0000000003|00000000158|2832|356.51
0000000010|00000000490|180|229.95
0000000005|00000003494|2859|430.65
0000000002|00000000766|1200|161.57
0000000008|00000003488|333|457.70
0000000001|00000000534|1466|447.12
0000000007|00000002669|1249|267.61
0000000007|00000003410|2982|326.12
0000000002|00000003117|2892|391.57
0000000002|00000000224|1737|199.81
0000000007|00000003718|1056|158.31
0000000010|00000003296|2125|295.88
0000000006|00000001199|2144|364.70
0000000006|00000002076|2690|92.99
0000000002|00000003175|1343|147.10
0000000001|00000001745|859|476.92
0000000007|00000000577|1710|268.71
0000000004|00000004164|1521|37.99
0000000001|00000001857|1390|136.52
0000000006|00000000004|209|395.21
0000000004|00000001153|2841|355.90
0000000009|00000003576|375|53.82
0000000006|00000000341|2899|263.05
0000000010|00000004947|357|151.33
0000000010|00000002647|2255|396.00
0000000009|00000001602|287|205.32
0000000001|00000003784|737|49.48
0000000006|00000001223|901|130.67
0000000004|00000004788|1621|176.47
0000000003|00000002553|714|113.26
0000000003|00000003931|1386|316.62
0000000009|00000000527|1116|196.10
0000000001|00000000268|1024|331.38
0000000009|00000000211|1767|177.13
0000000001|00000000669|924|406.02
0000000009|00000000355|681|147.04
0000000010|00000000337|1064|417.00
0000000003|00000002493|2129|328.35
0000000010|00000000338|1048|297.25
0000000003|00000002733|1014|386.77
0000000003|00000003670|847|149.76
0000000004|00000004416|2321|457.26
0000000009|00000004780|358|360.58
0000000008|00000002199|1457|121.21
0000000007|00000003048|2587|492.89
0000000002|00000004511|833|446.73
0000000005|00000002006|1415|381.12
0000000009|00000003817|1125|16.27
0000000004|00000003353|640|6.65
0000000008|00000000820|74|95.52
0000000007|00000003303|2682|17.88
0000000006|00000001292|321|141.86
0000000009|00000004927|2352|295.38
0000000008|00000001127|765|300.24
0000000007|00000002757|1630|436.75
0000000008|00000000793|641|242.85
0000000002|00000004016|1992|70.09
0000000002|00000001305|2050|410.19
0000000007|00000000024|546|294.22
0000000006|00000002852|662|285.18
0000000010|00000001873|1640|52.22
0000000006|00000003372|1331|300.85
0000000002|00000003943|85|382.68
0000000002|00000000926|671|251.83
0000000003|00000003142|1419|113.35
0000000009|00000000393|123|420.90
0000000008|00000004876|1336|504.93
0000000001|00000004575|1396|110.32
0000000001|00000003175|2925|467.40
0000000003|00000002068|54|359.14
0000000007|00000000356|1216|54.74
0000000006|00000003910|436|97.69
0000000009|00000002431|257|225.24
0000000006|00000004424|2084|110.29
0000000002|00000002575|1126|75.59
0000000001|00000001762|1626|392.57
0000000005|00000002597|1120|227.77
0000000002|00000003648|1437|494.14
0000000002|00000003483|2973|31.58
0000000007|00000000151|20|187.45
0000000008|00000002526|846|232.39
0000000010|00000003014|1997|322.82
0000000006|00000004774|2661|155.09
0000000007|00000004065|2421|12.88
0000000010|00000003168|1865|304.86
0000000005|00000002549|2845|163.25
0000000003|00000002996|1379|327.31
0000000002|00000003215|2287|468.05
0000000008|00000001961|2672|82.08
0000000001|00000004188|2119|211.32
0000000009|00000000353|255|359.90
0000000006|00000002136|42|332.54
0000000001|00000002863|2238|288.18
0000000006|00000004443|2440|37.48
0000000008|00000000751|1142|189.79
0000000007|00000000266|424|416.18
0000000003|00000000601|737|456.67
0000000003|00000004105|1833|503.25
0000000004|00000001125|2046|463.74
0000000004|00000000059|2534|358.94
0000000005|00000003261|732|273.20
0000000002|00000002226|834|472.17
0000000009|00000003715|2498|479.53
0000000006|00000000919|2740|259.88
0000000003|00000002374|81|287.39
0000000007|00000000908|2836|424.80
0000000005|00000003933|2388|206.60
0000000009|00000001056|986|36.88
0000000003|00000002798|1478|489.30
0000000009|00000000874|2548|73.36
0000000002|00000003451|1690|389.44
0000000007|00000000708|1160|419.09
0000000008|00000004975|2195|211.37
0000000002|00000002091|2545|353.74
0000000009|00000000333|2748|413.77
0000000004|00000004235|2303|154.31
0000000001|00000002638|250|246.02
0000000006|00000003024|8|497.26
0000000001|00000004619|1288|175.00
0000000002|00000002516|1512|37.06
0000000008|00000002878|2690|325.11
0000000006|00000004685|1445|111.88
0000000010|00000000991|2556|478.82
0000000004|00000001044|1722|293.44
0000000010|00000003438|641|45.86
0000000002|00000000869|409|245.06
0000000005|00000003648|1777|197.05
0000000006|00000002169|2921|177.16
0000000001|00000002157|341|210.01
0000000001|00000004830|2|14.53
0000000006|00000002058|809|120.61
0000000010|00000004148|1769|432.58
0000000005|00000004638|2488|150.05
0000000006|00000003669|1604|412.53
0000000002|00000001086|2361|157.18
0000000004|00000002097|2678|16.78
0000000005|00000003690|1062|444.19
0000000008|00000001297|217|34.07
0000000001|00000000822|516|291.76
0000000005|00000001748|2921|408.74
0000000005|00000002226|2259|438.20
0000000010|00000002577|2257|388.60
0000000001|00000003674|2479|439.21
0000000005|00000003995|1952|294.37
0000000005|00000004360|759|111.79
0000000008|00000003035|2763|261.77
0000000006|00000000614|520|462.93
0000000008|00000003094|2793|381.54
0000000010|00000004997|1378|213.87
0000000006|00000003465|615|432.83
0000000010|00000001257|559|395.86
0000000008|00000001998|1158|22.34
0000000003|00000001487|2109|38.14
0000000004|00000004288|1391|27.25
0000000006|00000000545|1647|215.70
0000000003|00000000594|2887|464.52
0000000001|00000000608|2529|31.27
0000000008|00000001280|1600|294.81
0000000001|00000001519|2340|188.59
0000000005|00000004489|497|57.14
0000000008|00000003410|1714|237.17
0000000003|00000001381|1938|438.41
0000000008|00000001115|532|114.08
0000000004|00000002279|321|359.84
0000000004|00000002089|1856|195.99
0000000010|00000004373|880|253.46
0000000008|00000001706|2765|186.11
0000000010|00000004029|566|331.61
0000000002|00000004842|2994|250.10
0000000005|00000004239|1569|466.42
0000000001|00000001867|2113|154.12
0000000010|00000002246|1335|493.74
0000000007|00000002427|543|337.79
0000000007|00000002515|2540|218.08
0000000009|00000003614|237|143.57
0000000002|00000002765|2047|248.34
0000000006|00000000536|2855|126.97
0000000008|00000004166|1456|196.47
0000000006|00000001186|1784|329.09
0000000005|00000002710|2896|332.24
0000000001|00000003570|2244|206.39
0000000003|00000003117|2793|91.86
0000000004|00000002822|1123|310.57
0000000002|00000000606|1339|375.36
0000000002|00000003276|2906|175.99
0000000006|00000002757|996|464.47
0000000001|00000003324|2321|425.29
0000000008|00000000464|594|484.76
0000000002|00000001131|437|48.72
0000000009|00000003956|1375|79.03
0000000002|00000002870|104|158.93
0000000005|00000003952|2068|257.73
0000000005|00000000873|1752|136.38
0000000010|00000000183|490|100.78
0000000008|00000003685|2577|464.65
0000000008|00000003942|1071|371.47
0000000001|00000002028|2429|119.31
0000000008|00000000126|1537|390.46
0000000003|00000001016|2056|219.83
0000000001|00000004023|611|441.84
0000000004|00000000254|328|374.58
0000000001|00000000205|1681|74.64
0000000009|00000001195|1653|81.39
0000000004|00000000106|1660|285.97
0000000008|00000003615|591|344.95
0000000007|00000003434|1119|55.66
0000000003|00000000159|1055|93.49
0000000007|00000001734|2392|195.17
0000000002|00000003222|2875|31.96
0000000006|00000003181|843|154.29
0000000004|00000003794|1209|408.06
0000000006|00000000387|2314|133.19
0000000009|00000004292|2097|291.88
0000000003|00000001116|1503|249.19
0000000003|00000001648|192|420.32
0000000005|00000004788|1067|115.21
0000000005|00000004263|1360|109.37
0000000008|00000003852|1537|291.53
0000000005|00000002793|1065|383.04
0000000004|00000001774|1306|495.23
0000000002|00000002216|1714|463.00
0000000002|00000000316|1197|489.89
0000000009|00000001969|2504|63.80
0000000002|00000004972|1237|331.43
0000000003|00000000297|1426|243.34
0000000001|00000001504|1012|371.64
0000000008|00000002278|1850|306.31
0000000004|00000002918|2453|450.40
0000000005|00000000274|2361|213.17
0000000005|00000001943|1455|136.70
0000000003|00000003490|2402|469.90
0000000005|00000003873|1105|337.50
0000000001|00000000536|1431|265.39
0000000004|00000001414|1637|25.45
0000000001|00000002262|1895|414.43
0000000005|00000000064|186|28.87
0000000002|00000003213|1404|468.74
0000000002|00000002562|29|342.44
0000000009|00000002510|2192|201.17
0000000003|00000004179|1601|234.29
0000000002|00000000573|410|437.88
0000000003|00000001297|1432|431.59
0000000001|00000003163|646|93.09
0000000001|00000004159|2345|212.49
0000000001|00000003739|1204|43.80
0000000005|00000003956|499|179.61
0000000007|00000004518|2863|476.53
0000000010|00000001786|888|451.96
0000000007|00000004336|904|383.76
0000000006|00000000794|675|467.73
0000000004|00000002329|2834|402.22
0000000009|00000000860|751|412.52
0000000008|00000002495|2954|458.50
0000000009|00000004344|1826|169.57
0000000009|00000001223|2020|188.78
0000000010|00000003845|1476|298.60
0000000005|00000004288|1049|266.51
0000000004|00000001876|2295|464.73
0000000001|00000002039|166|96.28
0000000008|00000004489|2881|283.42
0000000008|00000000001|117|115.74
0000000006|00000001742|2589|154.49
0000000001|00000004983|2863|348.61
0000000005|00000003255|2778|319.06
0000000002|00000002324|40|371.48
0000000010|00000000798|2815|481.36
0000000006|00000000587|492|94.83
0000000008|00000002918|649|102.58
